time,company_id,device_id,motor_temp,motor_speed_act,motor_speed_actual,bearing_temp,rear_bearing_temp,bearing_accel_value,bearing_freq_value,bearing_accel_peak,bearing_accel_value2,bearing_freq_value2,bearing_temp_value,motor_bearing_front_temp,motor_bearing_front_freq,motor_bearing_front_accel,motor_bearing_front_accel_peak,motor_bearing_rear_temp,motor_bearing_rear_freq,motor_bearing_rear_accel,motor_bearing_rear_accel_peak,operation_status,current_ratio,quick_ratio,equity_multiplier,company_size,debt_to_asset_ratio,roa,roe,asset_turnover,cash_flow_ratio,revenue_growth_rate
09OCT23:12:00:00,1,2,64.17,1267.11,1202.97,83.18,94.08,0.71,44.17,0.39,0.75,49.27,76.92,86.51,30.16,0.49,0.39,84.13,63.97,0.64,0.5,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
11OCT23:12:00:00,1,1,82.4,1244.6,1103.16,89.95,93.19,0.97,32.31,0.31,0.89,44.49,87.86,85.4,56.98,0.61,0.45,92.26,41.97,0.64,0.53,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
10OCT23:12:00:00,1,6,75.79,1228.06,1198.82,86.95,85.7,1.02,49.02,0.37,0.86,60.56,88.73,90.89,58,0.55,0.43,83.47,61.68,0.72,0.53,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
10OCT23:12:00:00,1,1,63.02,1015.46,1163.56,89.05,93.79,0.91,50.89,0.48,0.89,60.33,80.29,92.05,48.88,0.64,0.42,91.29,51.15,0.71,0.53,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
08OCT23:12:00:00,1,2,73.06,1078.57,1173.29,74.04,85.1,0.84,53.6,0.4,0.79,63.62,84.46,92.89,54.5,0.47,0.34,89.24,76.08,0.81,0.44,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
08OCT23:12:00:00,1,5,61.64,1029.04,1168.64,88.36,84.57,0.86,47.11,0.38,1.01,64.85,88.91,87.46,37.02,0.58,0.38,95.38,46.69,0.61,0.52,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
12OCT23:00:00:00,1,3,56.94,1179.12,1296.93,81.16,85.04,0.99,71.65,0.45,0.58,42.44,85.67,84.61,46.43,0.5,0.5,91.63,44.72,0.84,0.52,Normal,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
12OCT23:00:00:00,1,2,89.5,1413.04,1343.53,83.47,89,0.74,50.23,0.42,0.95,59.31,85.74,95.67,40.64,0.6,0.44,83.18,48.53,0.63,0.52,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
08OCT23:00:00:00,1,3,80.42,1188.05,1082.06,84.96,91.78,0.75,46.83,0.45,0.88,58.97,80.16,86.33,67.86,0.55,0.38,99.4,58.53,0.82,0.49,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
12OCT23:00:00:00,1,1,73.36,1287.12,1107.37,94.75,83.93,0.76,61.19,0.36,0.96,46.98,86.66,86.88,49.68,0.46,0.47,86.19,23.13,0.7,0.54,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
11OCT23:00:00:00,1,5,75.83,1179.43,1086.85,90.87,90.06,0.84,53.43,0.57,0.87,37.95,90.51,74.74,45.75,0.6,0.41,93.5,50.38,0.59,0.45,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
08OCT23:12:00:00,1,6,59.68,1091.53,1344.8,82.91,90.58,0.88,48.41,0.33,0.74,64.43,95.8,99.91,37.86,0.67,0.45,87.99,50.35,0.75,0.55,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
13OCT23:00:00:00,1,5,88.37,1212.2,1274.48,92.03,81.86,0.85,62.19,0.3,0.95,60.98,80.71,87.45,42.16,0.69,0.41,93.64,50.85,0.85,0.5,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
11OCT23:12:00:00,1,6,56,1333.77,1076.84,85.49,91.94,0.85,43.4,0.31,0.88,72.88,84.86,83.64,35.36,0.62,0.43,85.51,54.39,0.59,0.51,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
14OCT23:00:00:00,1,6,70.39,1124.12,1381.81,80.4,89.24,0.81,74.22,0.33,0.82,45.52,88.41,84.4,43.31,0.49,0.4,87.53,36.36,0.69,0.52,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
12OCT23:12:00:00,1,3,78.09,1272.26,1260.61,87.03,92.78,0.89,59.24,0.46,0.64,38,84.29,86.68,30.47,0.5,0.41,93.05,39.72,0.58,0.46,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
09OCT23:12:00:00,1,5,74.62,1313.94,1083.15,78.57,90.8,0.69,41.89,0.36,0.82,46.06,81.25,83.31,52.1,0.45,0.45,85.92,46.01,0.65,0.4,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
08OCT23:00:00:00,1,6,54.35,1275.18,1089.73,88.64,87.63,0.91,35.99,0.41,0.65,52.03,87.62,88.15,51,0.55,0.38,92.24,66.02,0.71,0.49,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
11OCT23:12:00:00,1,5,68.68,1140.48,1018.58,88.14,81.23,0.83,62.63,0.44,0.78,59.66,91.16,87.76,55.83,0.69,0.42,89.24,62.13,0.64,0.55,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
11OCT23:12:00:00,1,3,58.56,1142.4,1312.71,87.98,92.81,0.78,60.85,0.39,0.73,52.65,92.34,88.33,59.45,0.69,0.47,84.85,51.73,0.61,0.48,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
13OCT23:00:00:00,1,1,78.5,985.87,1301.38,83.05,88.33,0.75,42.13,0.4,0.7,44.76,85.13,86.03,46.53,0.72,0.36,87.84,55.17,0.46,0.59,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
14OCT23:12:00:00,1,5,92.36,1358.71,983.81,85.43,85.56,0.86,50.12,0.35,0.74,55.91,83.7,95.51,59.59,0.68,0.36,82.13,43.78,0.62,0.53,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
13OCT23:12:00:00,1,4,82.07,1230.59,1178.91,74.6,89.53,0.7,52.91,0.54,0.77,54.13,86.71,84.54,47.74,0.44,0.48,93.22,60.09,0.92,0.44,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
10OCT23:00:00:00,1,2,61.39,1174.89,1117.64,88.15,88.17,0.64,58.27,0.38,0.76,34.88,85.63,84.7,42.38,0.62,0.41,104.56,65.39,0.6,0.59,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
14OCT23:00:00:00,1,1,69.24,1274.61,1075.05,88.74,92.74,0.92,51.56,0.45,0.88,40.39,84.55,93.23,50.31,0.68,0.44,86.71,60.77,0.63,0.45,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
12OCT23:00:00:00,1,6,76.29,1159.2,1128.65,76.7,98.22,0.89,59.55,0.38,0.72,43.39,91.14,88.98,54.6,0.43,0.38,98.09,55.85,0.66,0.6,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
10OCT23:00:00:00,1,6,58.26,1141.85,1029.47,91.43,94.9,0.6,57.56,0.42,0.7,48.17,90.22,90.65,46.31,0.49,0.44,89.15,64.98,0.67,0.5,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
08OCT23:12:00:00,1,3,79.48,1248.94,1047.51,86.29,94.46,0.85,40.12,0.42,1.02,63.65,88.72,83.54,51.06,0.38,0.41,99.53,45.55,0.7,0.5,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
13OCT23:12:00:00,1,2,76.23,1239.16,1178.56,86.43,100.77,0.7,43.71,0.35,0.78,57.57,82.29,84.51,62.06,0.58,0.37,98.3,66.28,0.81,0.49,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
14OCT23:12:00:00,1,2,70.7,1144.31,1360.8,79.29,94.29,0.94,41.08,0.34,0.81,34.21,82.23,86.8,48.05,0.52,0.51,78.6,50.92,0.68,0.5,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
09OCT23:00:00:00,1,1,62.71,1081.85,1183.93,80.83,94.91,0.8,45.49,0.44,0.75,61.57,84.56,86.05,44.78,0.59,0.4,92.48,39.22,0.57,0.49,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
14OCT23:12:00:00,1,3,63.3,1141.6,1017.18,79.19,88.23,0.73,55.16,0.48,0.77,75.5,74.33,79.58,65.65,0.58,0.45,87.57,83.04,0.86,0.56,Normal,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
11OCT23:00:00:00,1,6,62.62,1266.79,1185.42,91.69,85.6,0.98,70.17,0.39,0.78,55.14,90.19,87.34,34.04,0.46,0.4,87.49,72.75,0.58,0.57,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
14OCT23:12:00:00,1,4,55.51,1222.26,1155.16,92.75,95.98,0.63,65.15,0.47,0.79,69.75,85.39,83.67,54.41,0.65,0.35,91.87,56.56,0.8,0.43,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
09OCT23:00:00:00,1,2,67.11,947.08,1104.23,90.96,87.07,0.87,59.02,0.31,0.89,43.75,88.05,83.8,59.97,0.84,0.36,86.89,34.74,0.66,0.48,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
13OCT23:00:00:00,1,3,59.82,1119.83,1189.95,85.67,84.36,0.71,61.41,0.45,0.88,39.74,99,90.06,45.87,0.61,0.44,90.39,58.91,0.68,0.51,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
14OCT23:00:00:00,1,5,47.07,1277.33,1077.61,91.19,86.67,0.86,45.17,0.4,0.65,72.47,74.69,80.23,46.34,0.62,0.34,84.87,65.72,0.71,0.49,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
13OCT23:00:00:00,1,4,77.88,1186.91,1137.09,91.74,84.07,0.73,44.5,0.37,0.76,60.2,89.98,88.95,40.24,0.47,0.42,87.48,41.77,0.63,0.5,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
09OCT23:00:00:00,1,3,63.39,1136.84,829.14,83.5,81.82,0.7,59.95,0.34,0.82,33.26,73.28,80.17,62.7,0.58,0.43,92.41,59.4,0.75,0.48,Normal,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
14OCT23:12:00:00,1,1,64.9,1174.24,1185.58,84.01,97.34,0.8,41.05,0.36,0.9,57.18,83.99,82.7,67.07,0.44,0.39,86.31,54.58,0.72,0.52,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
12OCT23:12:00:00,1,1,66.86,1259.85,1436.49,96.89,87.38,0.86,63.65,0.33,0.83,43.11,85.02,85.45,47.07,0.43,0.36,98.32,56.74,0.62,0.52,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
08OCT23:00:00:00,1,4,63.36,1370.47,984.89,89.59,100.87,0.51,35.19,0.31,0.93,68.08,93.64,81.5,70.43,0.43,0.42,90.7,45.91,0.73,0.45,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
09OCT23:00:00:00,1,4,85.16,1307.26,1270.3,84.28,87.15,0.94,57.3,0.52,0.72,47.5,87.63,87.93,49.48,0.47,0.38,94.5,70.43,0.54,0.41,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
10OCT23:12:00:00,1,4,76.74,1109.8,1183.17,86.26,88.83,0.95,41.66,0.49,0.72,52.8,81.7,77.95,49.09,0.42,0.35,99.01,46.22,0.62,0.49,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
11OCT23:12:00:00,1,4,68.5,1057.29,1291.23,78.69,96.69,0.92,35.92,0.42,0.8,68.14,88.11,81.48,28.97,0.62,0.47,90.67,57.73,0.71,0.5,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
10OCT23:00:00:00,1,5,80.04,1345.32,978.02,81.64,86.98,0.9,47.21,0.44,0.82,58.65,86.87,80.03,58.4,0.6,0.45,87.81,65.41,0.78,0.42,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
14OCT23:12:00:00,1,6,72.94,1172.04,1161.31,84.27,96.51,0.93,37.12,0.43,0.84,54.97,89.1,84.28,48.63,0.45,0.51,84.07,47.76,0.82,0.47,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
09OCT23:12:00:00,1,1,64.18,1260.23,1322.42,90.73,90.85,0.79,35.57,0.44,0.9,36.4,77.08,79.67,72.69,0.53,0.4,88.95,62.52,0.68,0.51,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
12OCT23:00:00:00,1,5,70.82,1299.23,1167.8,76.95,90.35,0.85,74.1,0.27,0.89,37.46,76.86,80.42,47.4,0.7,0.45,90.66,56.35,0.69,0.39,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
10OCT23:12:00:00,1,3,69.35,1182.16,1255.49,83.57,81.36,0.93,60.91,0.38,0.89,40.25,78.55,85.98,47.37,0.69,0.41,88.84,39.62,0.6,0.55,Normal,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
08OCT23:00:00:00,1,1,77.9,1268.74,1305.7,80.18,103.28,0.89,44.75,0.36,0.67,66,79.91,89.1,68.78,0.56,0.44,83.2,61.53,0.61,0.53,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
08OCT23:00:00:00,1,2,65.25,1181.36,1142.25,86.93,87.03,0.77,47.31,0.43,0.81,72.81,82.47,85.12,53.75,0.63,0.4,86.53,48.71,0.73,0.55,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
08OCT23:12:00:00,1,1,94.83,1311.8,1180.21,87.31,103,0.87,52.18,0.48,0.71,50.76,90.35,86.56,55.91,0.65,0.47,92.57,29.75,0.85,0.51,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
09OCT23:12:00:00,1,3,60.44,1140.65,1045.81,94.95,89.56,0.72,47.74,0.34,0.96,74.04,82.66,88.25,55.5,0.73,0.46,87.63,43.03,0.67,0.57,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
08OCT23:12:00:00,1,4,72.82,1175.69,1236.57,79.2,101.99,0.79,64.67,0.36,0.91,29.93,91.09,93.11,47.47,0.5,0.43,89.02,48.9,0.63,0.5,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
12OCT23:12:00:00,1,5,72.01,1079.73,1035.33,79.32,87.57,0.95,42.38,0.4,0.5,51.41,82.02,83.03,40.51,0.59,0.36,80.33,30.14,0.53,0.51,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
13OCT23:12:00:00,1,6,73.15,1361.3,1279.99,89.27,86.64,0.63,61.39,0.35,0.8,45.28,85.59,90.75,49.31,0.63,0.43,92.83,48.84,0.69,0.52,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
14OCT23:00:00:00,1,3,56.02,988.07,1200.85,81.41,85.97,0.75,44.41,0.38,0.7,39.06,86.84,86.33,38.17,0.7,0.35,86.14,45.18,0.78,0.52,Normal,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
13OCT23:00:00:00,1,6,79.04,1113.42,1257.3,84.83,93.51,1.03,47.4,0.44,0.83,66.17,81.35,88.51,64.14,0.62,0.45,88.26,56.18,0.72,0.56,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
09OCT23:12:00:00,1,4,72.82,1117.29,1209.41,86.9,95.02,0.86,26.65,0.43,0.84,57.68,77.03,83.79,52.51,0.42,0.44,84.48,73.58,0.75,0.56,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
11OCT23:00:00:00,1,3,71.21,1295.62,1236.35,81.37,83.16,0.89,46.41,0.36,0.73,41.36,81.85,92.06,66.65,0.7,0.37,92.98,63.9,0.53,0.59,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
10OCT23:00:00:00,1,4,73.04,1309.14,1208.02,77.2,95.69,0.87,52.2,0.39,0.79,67.46,84.55,93.11,52.09,0.46,0.44,91.06,30.68,0.63,0.42,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
14OCT23:00:00:00,1,2,67.2,1253.79,1230.41,86.09,90.53,0.61,39.34,0.5,0.8,55.67,80.22,91.17,55.78,0.54,0.52,97.88,56.91,0.73,0.46,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
10OCT23:00:00:00,1,3,65.52,1088.34,1097.79,80.12,88.05,0.87,54.7,0.41,0.86,52.87,88.48,83.03,53.34,0.39,0.48,96.65,58.74,0.69,0.43,Normal,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
10OCT23:12:00:00,1,5,63.59,1198.04,987.56,91.3,95.23,0.84,52.56,0.39,0.85,42.6,74.97,82.42,35.76,0.59,0.33,95.83,46.78,0.64,0.52,Fault,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
13OCT23:00:00:00,1,2,70.32,1330.9,1255.06,83.78,96.67,0.72,56.56,0.41,0.8,48.36,86.32,82.07,44.32,0.46,0.46,90.77,48.13,0.67,0.44,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
09OCT23:00:00:00,1,5,70.7,1243.02,1181.76,89.92,88.61,0.84,58.9,0.42,0.82,39.86,89.26,81.09,52.56,0.53,0.42,89.05,49.97,0.65,0.52,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
14OCT23:00:00:00,1,4,77.6,1214.38,1234.07,82.67,99.01,0.87,72.3,0.34,0.7,40.41,83.91,85.78,57.3,0.39,0.49,88.26,48.45,0.77,0.55,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
12OCT23:00:00:00,1,4,79.07,1141.41,1178.5,83.92,82.51,0.72,58.15,0.41,0.92,46.6,87.03,82.48,38.52,0.59,0.41,88.56,80.88,0.54,0.48,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
12OCT23:12:00:00,1,4,69.78,1145.72,1247.96,84.84,86.39,0.87,47.1,0.39,0.7,51.82,85.14,84.63,62.54,0.63,0.31,90.1,54.22,0.7,0.54,Normal,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
10OCT23:00:00:00,1,1,82.92,1220.24,1106.41,88.57,90.57,0.64,64.88,0.43,0.74,61.2,86.76,90.15,33.45,0.64,0.4,91.41,52.25,0.65,0.46,Warnin,1.72,1.12,2.52,500.29,0.42,0.04,0.1,0.79,0.76,0.04
21OCT23:12:00:00,1,5,62.28,1133.68,1116.55,90.71,90.24,0.63,41.04,0.39,0.63,66.9,79.05,86.1,58.87,0.46,0.38,91.91,56.14,0.56,0.46,Fault,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
18OCT23:00:00:00,1,4,56.81,1119.48,1129.16,83.83,96.47,0.65,41.41,0.49,0.71,57.9,77.58,78.5,70.95,0.37,0.47,86.35,45.29,0.75,0.59,Fault,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
16OCT23:12:00:00,1,6,76.91,1145.9,1020.16,83.33,97.12,0.75,41.58,0.41,0.9,38.81,75.16,87.63,34.35,0.57,0.29,84.75,48.66,0.69,0.42,Warnin,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
17OCT23:12:00:00,1,6,88,1230.3,1129.66,79.9,94.1,0.72,53.73,0.4,0.63,51.78,94.42,90.42,54.46,0.65,0.41,88.76,51.64,0.66,0.47,Fault,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
21OCT23:12:00:00,1,4,83.44,1508.62,1142.14,83.26,92.09,0.91,47.45,0.29,0.87,73.37,83.25,85.96,54.98,0.7,0.54,86.47,54.65,0.72,0.4,Warnin,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
15OCT23:00:00:00,1,6,64.34,1167.44,1173.27,82.49,84.67,0.76,55.72,0.43,0.8,51.99,80.2,91.53,51.39,0.44,0.35,94.67,43.84,0.53,0.6,Normal,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
21OCT23:12:00:00,1,1,78.64,1193.76,1358.93,85.65,87.18,0.58,43.32,0.43,0.74,67.64,78.27,87.46,35.23,0.73,0.4,85.56,47.84,0.63,0.44,Warnin,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
18OCT23:12:00:00,1,4,58.18,1176.8,1282.49,86.06,92.75,0.88,53.78,0.42,0.78,59.18,82.16,84.74,25.02,0.66,0.41,94.06,58.6,0.82,0.55,Fault,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
15OCT23:00:00:00,1,1,58.17,1329.79,1350.85,76.99,94,0.83,50.09,0.36,0.62,66.92,81.62,90.73,34.78,0.7,0.51,88.42,38.53,0.8,0.46,Fault,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
18OCT23:00:00:00,1,1,88.75,1165.23,1557.78,81.8,84.49,0.73,36.07,0.35,0.69,57,85.21,87.04,62.88,0.62,0.43,86.07,71.47,0.81,0.45,Fault,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
15OCT23:12:00:00,1,5,63.99,1321.27,1299.44,86.67,79.28,0.87,47.68,0.47,0.81,81.94,80.12,80.55,49.94,0.7,0.4,87.72,48.52,0.53,0.44,Fault,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
18OCT23:00:00:00,1,6,76.52,1266.85,1123.19,82.01,88.32,0.79,52.14,0.44,0.89,49.71,84.77,74.74,55.81,0.62,0.42,98.48,59.87,0.73,0.51,Warnin,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
21OCT23:00:00:00,1,2,83.34,1073.39,1257.45,91.36,88.99,0.63,55.1,0.45,1.02,57.45,90.08,89.98,54.55,0.48,0.41,87.59,75.08,0.64,0.48,Warnin,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
20OCT23:00:00:00,1,3,61.76,1380.96,1187.41,92.65,90.62,0.63,48.69,0.46,0.76,56.25,85.26,91.49,60.88,0.35,0.38,92.47,47.52,0.48,0.53,Fault,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
19OCT23:12:00:00,1,5,79.75,1184.95,1324.46,92.71,83.77,0.82,42.36,0.4,0.71,67.33,82.36,83.97,68.35,0.5,0.38,94.44,62.65,0.77,0.47,Warnin,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
20OCT23:12:00:00,1,1,73.69,1262.6,1393.22,86.06,81.24,0.75,40.02,0.54,0.62,47.68,77.9,83.52,45.78,0.49,0.42,90.01,63.02,0.73,0.53,Warnin,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
16OCT23:12:00:00,1,5,69.49,1113.11,903.88,86.35,85.88,0.89,54.3,0.53,0.71,52.05,79.04,76.59,42.9,0.57,0.42,92.63,28.57,0.82,0.57,Fault,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
20OCT23:00:00:00,1,4,84.77,1256.38,1073.06,90.65,88.39,0.71,55.15,0.44,0.85,58.12,91.14,79.42,32.37,0.69,0.35,89.58,64.68,0.82,0.45,Warnin,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
15OCT23:00:00:00,1,4,78.56,1108,1024.63,88.51,88.25,0.83,38.16,0.57,0.75,51.55,85.93,87.81,50.05,0.68,0.31,84.3,68.98,0.79,0.52,Warnin,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
19OCT23:12:00:00,1,3,88,1299.08,1224.53,86.35,92.11,0.88,49.3,0.4,0.85,63.65,80.01,86.26,55.43,0.63,0.41,92.53,61.64,0.69,0.49,Fault,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
17OCT23:12:00:00,1,2,80.4,1416.62,1030.95,85.97,95.02,0.97,45.04,0.45,0.86,33.05,84.37,74.35,54.91,0.56,0.42,91.83,44.15,0.78,0.49,Warnin,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
15OCT23:00:00:00,1,3,71.86,1107.7,1161.42,88.79,87.7,0.94,51.52,0.49,0.86,54.95,75.3,90.32,43.78,0.64,0.45,93.56,40.57,0.83,0.51,Warnin,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
15OCT23:00:00:00,1,2,96.49,1332.87,1070.8,88.9,93.64,0.67,56.65,0.44,0.71,52.77,84.27,78.62,49.5,0.67,0.37,89.02,38.86,0.65,0.43,Fault,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
21OCT23:12:00:00,1,2,72.3,1247.31,1139.76,79.24,92.16,0.81,60.65,0.44,0.92,55.57,81.42,91.11,64.36,0.51,0.4,97.68,52.34,0.69,0.49,Warnin,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
18OCT23:12:00:00,1,1,84.65,1227.2,955.91,87.87,88.03,0.86,49.73,0.38,0.75,71.79,89.31,81.75,42.03,0.82,0.37,93.75,35.31,0.7,0.45,Warnin,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
18OCT23:00:00:00,1,2,59.67,1321.41,1086.57,83.2,88.2,0.48,60.36,0.42,0.82,59.84,88.28,92.7,46.7,0.65,0.43,76.53,61.81,0.7,0.5,Normal,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
15OCT23:12:00:00,1,2,75.02,1117.55,1203.31,77.7,84.49,0.69,43.72,0.38,0.81,36.93,92.49,88.74,58.25,0.71,0.39,90.32,68.08,0.74,0.47,Warnin,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
16OCT23:00:00:00,1,1,60,1173.37,1291.85,82.39,77.81,0.81,37.34,0.4,0.83,46.92,91.25,77.31,48.14,0.51,0.41,86.96,31.97,0.65,0.43,Normal,1.22,1.32,2.48,505.28,0.39,0.06,0.14,0.63,0.98,0.04
